name,confirmed,recovered,death
日本,744,1,3
韩国,208,12,1
新加坡,85,37,-
泰国,35,17,-
马来西亚,22,15,-
德国,16,9,-
越南,16,10,-
美国,15,3,-
澳大利亚,15,5,-
法国,12,4,1
英国,9,8,-
阿联酋,9,4,-
加拿大,8,3,-
伊朗,5,0,2
意大利,4,-,-
印度,3,3,-
菲律宾,3,1,1
西班牙,2,-,-
俄罗斯,2,2,-
巴西,1,-,-
比利时,1,1,-
瑞典,1,-,-
芬兰,1,1,-
斯里兰卡,1,1,-
柬埔寨,1,1,-
尼泊尔,1,1,-
