name,confirmed,recovered,death
韩国,977,22,11
日本,854,23,4
意大利,283,2,7
伊朗,95,21,16
新加坡,90,53,-
美国,53,3,-
泰国,37,22,-
澳大利亚,22,10,-
马来西亚,22,15,-
德国,16,14,-
越南,16,16,-
英国,13,8,-
阿联酋,13,4,-
法国,12,11,1
加拿大,11,6,-
巴林,8,-,-
科威特,8,-,-
以色列,6,-,-
伊拉克,5,-,-
西班牙,3,2,-
印度,3,3,-
菲律宾,3,1,1
奥地利,2,-,-
阿曼,2,-,-
俄罗斯,2,2,-
克罗地亚,1,-,-
阿富汗,1,-,-
黎巴嫩,1,-,-
巴西,1,-,-
比利时,1,1,-
瑞典,1,-,-
芬兰,1,1,-
斯里兰卡,1,1,-
柬埔寨,1,1,-
尼泊尔,1,1,-
