name,confirmed,recovered,death,new
湘西州,8,8,-,0
张家界,5,5,-,0
合肥,174,103,1,0
蚌埠,160,107,5,0
阜阳,155,104,-,0
亳州,108,80,-,0
安庆,83,69,-,0
六安,69,44,-,0
宿州,41,26,-,0
马鞍山,38,19,-,0
芜湖,33,27,-,0
铜陵,29,18,-,0
淮北,27,17,-,0
淮南,27,15,-,0
池州,17,10,-,0
滁州,13,8,-,0
黄山,9,6,-,0
宣城,6,4,-,0
待确认,-,5,-,-
南昌,229,181,-,0
新余,130,103,-,0
上饶,123,90,-,0
九江,118,57,-,0
宜春,106,76,-,0
赣州,76,49,1,0
抚州,72,51,-,0
萍乡,33,16,-,0
吉安,22,13,-,0
鹰潭,18,6,-,0
景德镇,6,3,-,0
赣江新区,1,0,-,0
济宁,257,31,-,0
青岛,60,36,1,1
临沂,49,44,-,0
济南,47,24,-,0
烟台,47,19,-,0
潍坊,44,22,-,0
威海,38,22,-,0
聊城,38,24,-,0
德州,37,15,2,0
泰安,35,22,1,0
淄博,30,16,-,0
枣庄,24,18,-,0
菏泽,18,16,-,0
日照,16,11,-,0
滨州,15,11,-,0
南京,93,52,-,0
苏州,87,50,-,0
徐州,79,66,-,0
淮安,66,39,-,0
无锡,55,41,-,0
常州,51,41,-,0
连云港,48,24,-,0
南通,40,33,-,0
泰州,37,26,-,0
盐城,27,24,-,0
扬州,23,17,-,0
宿迁,13,9,-,0
镇江,12,10,-,0
万州区,118,66,4,0
江北区,28,11,-,0
云阳县,25,21,-,0
綦江区,23,12,-,0
合川区,23,13,-,0
奉节县,22,11,-,0
长寿区,22,11,-,1
开州区,21,16,1,0
忠县,21,18,-,0
九龙坡区,20,11,1,0
垫江县,20,10,-,0
渝中区,20,16,-,0
潼南区,18,7,-,0
两江新区,17,10,-,0
渝北区,17,10,-,0
南岸区,15,5,-,0
石柱县,15,11,-,0
大足区,14,9,-,0
巫溪县,14,9,-,0
丰都县,10,4,-,0
巫山县,10,6,-,0
铜梁区,10,4,-,0
璧山区,9,7,-,0
荣昌区,9,5,-,0
沙坪坝区,9,1,-,1
大渡口区,7,6,-,0
巴南区,6,3,-,0
永川区,5,4,-,0
涪陵区,5,2,-,0
梁平区,4,4,-,0
江津区,4,4,-,0
高新区,4,2,-,0
城口县,2,2,-,0
黔江区,2,2,-,0
彭水县,2,0,-,0
武隆县,1,1,-,0
秀山县,1,1,-,0
酉阳县,1,0,-,0
万盛经开区,1,0,-,0
成都,143,78,3,0
甘孜州,69,12,-,0
达州,41,13,-,0
南充,39,22,-,1
广安,30,20,-,0
巴中,24,10,-,0
泸州,24,8,-,0
内江,22,11,-,0
绵阳,22,12,-,0
德阳,18,7,-,0
遂宁,17,10,-,0
攀枝花,16,16,-,0
凉山州,13,8,-,0
宜宾,12,8,-,0
自贡,9,7,-,0
眉山,8,6,-,0
雅安,7,4,-,0
广元,6,6,-,0
乐山,3,2,-,0
资阳,3,2,-,0
阿坝州,1,1,-,0
哈尔滨,198,54,3,0
双鸭山,52,20,3,0
绥化,47,29,4,0
鸡西,46,18,-,0
齐齐哈尔,43,24,1,0
大庆,26,9,1,0
七台河,17,10,-,0
佳木斯,15,15,-,0
牡丹江,14,7,-,0
黑河,14,9,-,0
鹤岗,5,4,-,0
大兴安岭地区,2,2,-,0
伊春,1,0,-,0
待确认,-,23,-,-
海淀区,62,-,-,0
朝阳区,60,-,-,0
西城区,53,-,-,0
丰台区,41,-,-,0
大兴区,39,16,-,0
昌平区,29,3,-,0
通州区,19,1,-,0
房山区,16,-,-,0
石景山区,14,5,-,0
东城区,12,1,-,0
顺义区,10,-,-,0
怀柔区,7,3,-,0
密云区,7,-,-,0
门头沟区,3,-,-,0
延庆区,1,-,-,0
外地来京人员,26,2,-,0
待确认,-,167,4,-
浦东新区,60,48,-,0
宝山区,21,12,-,0
闵行区,19,16,-,0
徐汇区,18,15,-,0
静安区,16,12,-,0
松江区,14,10,-,0
长宁区,13,12,-,0
普陀区,11,8,-,0
嘉定区,9,6,-,0
杨浦区,9,6,-,0
奉贤区,9,5,-,0
虹口区,7,5,-,0
黄浦区,6,4,-,0
青浦区,5,5,-,0
崇明区,4,2,-,0
金山区,3,2,-,0
外地来沪人员,111,81,-,0
待确认,-,12,3,-
唐山,58,20,1,0
沧州,48,28,3,0
张家口,34,28,-,0
保定,32,29,-,0
邯郸,32,26,-,0
廊坊,30,27,-,0
石家庄,29,21,-,0
邢台,23,19,1,0
秦皇岛,10,8,1,0
衡水,8,8,-,0
承德,7,7,-,0
福州,71,53,1,0
莆田,55,24,-,0
泉州,46,21,-,0
厦门,35,23,-,0
宁德,26,20,-,0
南平,20,10,-,0
漳州,20,14,-,0
三明,14,5,-,0
龙岩,6,4,-,0
南宁,55,34,-,0
北海,44,14,1,0
桂林,32,17,-,0
河池,27,4,1,2
柳州,24,12,-,0
防城港,19,6,-,0
玉林,11,6,-,0
来宾,11,-,-,0
钦州,8,7,-,0
贵港,8,3,-,0
梧州,5,5,-,0
贺州,4,2,-,0
百色,3,2,-,0
西安,120,80,1,0
安康,26,17,-,0
汉中,26,10,-,0
咸阳,17,14,-,0
渭南,15,7,-,0
宝鸡,13,12,-,0
延安,8,8,-,0
铜川,8,6,-,0
商洛,7,5,-,0
榆林,3,3,-,0
韩城,1,1,-,0
杨凌示范区,1,0,-,0
昆明,53,32,-,0
昭通,25,14,-,0
西双版纳傣族自治州,15,12,1,0
玉溪,14,9,1,0
大理州,13,11,-,0
曲靖,13,9,-,0
红河州,9,4,-,0
保山,9,5,-,0
丽江,7,7,-,0
德宏州,5,2,-,0
普洱,4,4,-,0
楚雄州,4,4,-,0
文山,2,1,-,0
临沧,1,1,-,0
三亚,54,32,1,0
海口,39,20,-,0
儋州,15,12,1,0
万宁,13,9,-,0
澄迈,9,6,1,0
昌江黎族自治县,7,3,-,0
琼海,6,4,1,0
临高,6,5,-,0
陵水黎族自治县,4,4,-,0
东方,3,2,-,0
定安,3,2,1,0
文昌,3,3,-,0
保亭黎族苗族自治县,3,1,-,0
乐东黎族自治县,2,2,-,0
琼中黎族苗族自治县,1,1,-,0
贵阳,36,23,1,0
遵义,32,18,-,0
毕节地区,23,14,-,0
黔南州,17,13,-,0
六盘水,10,8,1,0
黔东南州,10,9,-,0
铜仁地区,10,10,-,0
黔西南州,4,4,-,0
安顺,4,3,-,0
宝坻区,60,26,1,0
河东区,15,10,-,0
河北区,12,10,-,0
和平区,6,5,-,0
南开区,6,2,-,0
北辰区,6,3,-,0
西青区,4,4,-,0
河西区,4,4,-,0
宁河区,4,1,-,0
东丽区,4,4,-,0
滨海新区,3,2,-,0
红桥区,2,2,-,0
武清区,2,2,-,0
津南区,1,1,-,0
外地来津人员,6,5,-,0
待确认,-,-,2,-
晋中,36,23,-,0
太原,20,12,-,0
运城,19,17,-,0
大同,12,8,-,0
晋城,10,5,-,0
朔州,8,5,-,0
长治,8,3,-,0
忻州,7,4,-,0
吕梁,6,6,-,0
阳泉,4,4,-,0
临汾,2,2,-,0
沈阳,28,18,-,0
大连,19,11,-,0
葫芦岛,12,5,1,0
锦州,12,9,-,0
盘锦,11,7,-,0
阜新,8,6,-,0
铁岭,7,3,-,0
丹东,7,6,-,0
朝阳,6,3,-,0
鞍山,4,-,-,0
辽阳,3,3,-,0
本溪,3,3,-,0
营口,1,1,-,0
长春,45,27,-,0
四平,15,9,1,0
辽源,7,1,-,0
通化,6,2,-,2
公主岭,6,3,-,0
延边,5,4,-,0
吉林市,5,5,-,0
松原,2,2,-,0
白城,1,0,-,0
梅河口,1,1,-,0
兰州,36,31,2,0
天水,12,12,-,0
平凉,9,6,-,0
定西,9,8,-,0
甘南州,8,6,-,0
陇南,4,4,-,0
白银,4,3,-,0
临夏州,3,3,-,0
庆阳,3,2,-,0
张掖,2,2,-,0
金昌,1,1,-,0
乌鲁木齐,23,13,-,0
伊犁州,18,6,-,0
第四师,10,-,-,0
第八师,4,1,1,0
第九师,4,-,1,0
昌吉州,4,3,-,0
吐鲁番地区,3,1,-,0
巴音郭楞蒙古自治州,3,2,-,0
第十二师,3,-,-,0
第六师,2,-,-,0
第七师,1,1,-,0
阿克苏地区,1,1,-,0
包头,11,4,-,0
鄂尔多斯,11,7,-,0
锡林郭勒盟,9,2,-,0
赤峰,9,3,-,0
巴彦淖尔,8,6,-,0
呼伦贝尔,7,4,-,0
呼和浩特,7,2,-,0
通辽,7,1,-,0
乌兰察布,3,1,-,0
乌海,2,0,-,0
兴安盟,1,0,-,0
银川,33,28,-,0
吴忠,28,21,-,0
固原,5,4,-,0
中卫,3,3,-,0
宁东管委会,1,1,-,0
石嘴山,1,1,-,0
西宁,15,15,-,0
海北州,3,3,-,0
拉萨,1,1,-,0
