name,confirmed,recovered,death
湖北,56249,5623,1596
广东,1316,436,2
河南,1231,397,13
浙江,1167,437,-
湖南,1004,430,3
安徽,962,232,6
江西,925,239,1
江苏,617,190,-
重庆,544,184,5
山东,537,164,2
四川,481,127,3
黑龙江,445,70,11
北京,380,105,4
上海,328,140,1
河北,300,100,3
福建,287,77,0
广西,237,46,2
陕西,236,64,-
云南,169,42,-
海南,162,39,4
贵州,144,37,1
山西,128,46,-
天津,122,37,3
辽宁,120,34,1
甘肃,90,49,2
吉林,89,28,1
新疆,71,11,1
宁夏,70,33,-
内蒙古,70,7,-
香港,56,1,1
青海,18,13,-
台湾,18,2,-
澳门,10,3,-
西藏,1,1,-
